hp_kw,km,age,price,make_model_Audi_A1,make_model_Audi_A3,make_model_Opel_Astra,make_model_Opel_Corsa,make_model_Opel_Insignia,make_model_Renault_Clio,make_model_Renault_Duster,make_model_Renault_Espace,gearing_type_Automatic,gearing_type_Manual,gearing_type_Semi_Automatic
66.0,2159.0,0.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,19500.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,14205.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,5310.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,13307.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,7070.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,1200.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,44096.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,5200.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,23384.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,18000.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,9090.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,26984.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,15500.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,30856.0,2.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,12099.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,35.0,0.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,51.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,51.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,10000.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,5900.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,1839.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,11600.0,1.0,13990,0,0,0,1,0,0,0,0,1,0,0
66.0,10000.0,1.0,13980,0,0,0,1,0,0,0,0,1,0,0
66.0,8390.0,1.0,13980,0,0,0,1,0,0,0,0,1,0,0
66.0,19900.0,1.0,13980,0,0,0,1,0,0,0,0,1,0,0
66.0,10350.0,1.0,13980,0,0,0,1,0,0,0,0,1,0,0
66.0,5.0,0.0,13980,0,0,0,1,0,0,0,0,1,0,0
66.0,12843.0,1.0,13960,0,0,0,1,0,0,0,0,1,0,0
66.0,10300.0,1.0,13980,0,0,0,1,0,0,0,0,1,0,0
66.0,8500.0,1.0,13980,0,0,0,1,0,0,0,0,1,0,0
66.0,5100.0,1.0,13950,0,0,0,1,0,0,0,0,1,0,0
66.0,19725.0,1.0,13950,0,0,0,1,0,0,0,0,1,0,0
66.0,50.0,0.0,13950,0,0,0,1,0,0,0,0,1,0,0
66.0,10210.0,1.0,13950,0,0,0,1,0,0,0,0,1,0,0
66.0,4600.0,0.0,13950,0,0,0,1,0,0,0,0,1,0,0
66.0,10000.0,0.0,13950,0,0,0,1,0,0,0,0,1,0,0
66.0,8500.0,0.0,13950,0,0,0,1,0,0,0,0,1,0,0
66.0,12010.0,1.0,13900,0,0,0,1,0,0,0,0,1,0,0
66.0,12500.0,2.0,13900,0,0,0,1,0,0,0,0,1,0,0
66.0,6900.0,0.0,13950,0,0,0,1,0,0,0,0,1,0,0
66.0,8000.0,1.0,13950,0,0,0,1,0,0,0,0,1,0,0
66.0,9800.0,1.0,13900,0,0,0,1,0,0,0,0,1,0,0
66.0,8066.0,1.0,13900,0,0,0,1,0,0,0,0,1,0,0
66.0,1500.0,0.0,13900,0,0,0,1,0,0,0,0,1,0,0
66.0,9.0,0.0,13900,0,0,0,1,0,0,0,0,1,0,0
66.0,7.0,0.0,13899,0,0,0,1,0,0,0,0,1,0,0
55.0,24000.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,22400.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,42000.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
55.0,17609.0,1.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,43933.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,35747.0,1.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,33205.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,43657.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,42471.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,42619.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,14000.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,45700.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
51.0,47200.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
51.0,11875.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
51.0,21000.0,2.0,8980,0,0,0,1,0,0,0,0,0,1,0
66.0,36400.0,2.0,8979,0,0,0,1,0,0,0,0,0,1,0
51.0,25386.0,2.0,8970,0,0,0,1,0,0,0,0,0,1,0
51.0,66566.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,12942.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,15584.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
51.0,25982.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
51.0,26168.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
51.0,25070.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
51.0,29171.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
51.0,24704.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
51.0,29477.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
51.0,25001.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
51.0,26747.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,41886.0,2.0,8989,0,0,0,1,0,0,0,0,0,1,0
51.0,16000.0,2.0,8980,0,0,0,1,0,0,0,0,0,1,0
51.0,29000.0,2.0,8980,0,0,0,1,0,0,0,0,0,1,0
66.0,35427.0,2.0,8980,0,0,0,1,0,0,0,0,0,1,0
51.0,16000.0,2.0,8980,0,0,0,1,0,0,0,0,0,1,0
66.0,17043.0,2.0,8989,0,0,0,1,0,0,0,0,0,1,0
51.0,26683.0,2.0,8970,0,0,0,1,0,0,0,0,0,1,0
51.0,8267.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,41467.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
51.0,60000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,74000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,74000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,72000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,72000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,72000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,43844.0,1.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,72000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
51.0,40297.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,13260.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,72000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,74700.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,65000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,72000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,71400.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,74000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,59400.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,74900.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,24289.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,67900.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,70900.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,38000.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,14356.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,50000.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,3300.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,67800.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
74.0,37087.0,2.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,16300.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,53300.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,38400.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,34151.0,1.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,20164.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,66100.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,44000.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,54935.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,19754.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,64621.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,18835.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,15800.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
55.0,10000.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,46000.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,45812.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,46751.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,40000.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,52704.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,45000.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,18866.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
55.0,22509.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,22697.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,69000.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,23712.0,1.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,21597.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,14887.0,1.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,58000.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,31330.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,13000.0,1.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,39951.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,42000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,47100.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,74000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,72000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,72000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,25055.0,1.0,8950,0,0,0,1,0,0,0,0,0,1,0
51.0,45000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,41400.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
66.0,52000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
51.0,50000.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
55.0,30438.0,2.0,8950,0,0,0,1,0,0,0,0,0,1,0
51.0,29500.0,2.0,8925,0,0,0,1,0,0,0,0,0,1,0
51.0,21700.0,2.0,8925,0,0,0,1,0,0,0,0,0,1,0
55.0,49392.0,2.0,8925,0,0,0,1,0,0,0,0,0,1,0
51.0,17390.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,27355.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,9100.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
51.0,10900.0,2.0,8900,0,0,0,1,0,0,0,0,0,1,0
66.0,10.0,0.0,14213,0,0,0,1,0,0,0,0,1,0,0
66.0,8510.0,0.0,14390,0,0,0,1,0,0,0,0,1,0,0
66.0,17126.0,1.0,14370,0,0,0,1,0,0,0,0,1,0,0
66.0,350.0,1.0,14350,0,0,0,1,0,0,0,0,1,0,0
66.0,15900.0,1.0,14350,0,0,0,1,0,0,0,0,1,0,0
66.0,10300.0,1.0,14350,0,0,0,1,0,0,0,0,1,0,0
66.0,50.0,0.0,14595,0,0,0,1,0,0,0,0,1,0,0
66.0,37734.0,1.0,14590,0,0,0,1,0,0,0,0,1,0,0
51.0,3000.0,1.0,9250,0,0,0,1,0,0,0,0,0,1,0
66.0,5400.0,1.0,14590,0,0,0,1,0,0,0,0,1,0,0
66.0,20932.0,1.0,9250,0,0,0,1,0,0,0,0,0,1,0
51.0,1647.3626086956522,0.0,9245,0,0,0,1,0,0,0,0,0,1,0
52.0,17053.0,1.0,9280,0,0,0,1,0,0,0,0,0,1,0
51.0,10.0,1.0,9508,0,0,0,1,0,0,0,0,0,1,0
66.0,27777.0,1.0,9240,0,0,0,1,0,0,0,0,0,1,0
55.0,100.0,0.0,9200,0,0,0,1,0,0,0,0,0,1,0
55.0,16514.0,1.0,9400,0,0,0,1,0,0,0,0,0,1,0
66.0,13252.0,1.0,9550,0,0,0,1,0,0,0,0,0,1,0
51.0,10.0,0.0,9290,0,0,0,1,0,0,0,0,0,1,0
51.0,21200.0,1.0,9550,0,0,0,1,0,0,0,0,0,1,0
66.0,1982.0,1.0,9490,0,0,0,1,0,0,0,0,0,1,0
66.0,7912.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
66.0,16852.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
66.0,47100.0,1.0,9800,0,0,0,1,0,0,0,0,0,1,0
66.0,17000.0,1.0,9790,0,0,0,1,0,0,0,0,0,1,0
51.0,10.0,1.0,9790,0,0,0,1,0,0,0,0,0,1,0
66.0,48100.0,1.0,9800,0,0,0,1,0,0,0,0,0,1,0
51.0,22100.0,1.0,9788,0,0,0,1,0,0,0,0,0,1,0
66.0,45800.0,1.0,9800,0,0,0,1,0,0,0,0,0,1,0
51.0,10.0,1.0,9780,0,0,0,1,0,0,0,0,0,1,0
74.0,22236.0,1.0,9780,0,0,0,1,0,0,0,0,0,1,0
66.0,29100.0,1.0,9750,0,0,0,1,0,0,0,0,0,1,0
51.0,10.0,1.0,9780,0,0,0,1,0,0,0,0,0,1,0
66.0,8990.0,1.0,9777,0,0,0,1,0,0,0,0,0,1,0
55.0,22000.0,1.0,9750,0,0,0,1,0,0,0,0,0,1,0
51.0,20000.0,1.0,9750,0,0,0,1,0,0,0,0,0,1,0
51.0,19345.0,1.0,9750,0,0,0,1,0,0,0,0,0,1,0
51.0,1647.3626086956522,0.0,9700,0,0,0,1,0,0,0,0,0,1,0
66.0,9876.0,1.0,9750,0,0,0,1,0,0,0,0,0,1,0
51.0,18310.0,1.0,9745,0,0,0,1,0,0,0,0,0,1,0
55.0,16700.0,1.0,9700,0,0,0,1,0,0,0,0,0,1,0
66.0,12554.0,1.0,9700,0,0,0,1,0,0,0,0,0,1,0
51.0,27941.0,1.0,9745,0,0,0,1,0,0,0,0,0,1,0
51.0,15693.0,1.0,9745,0,0,0,1,0,0,0,0,0,1,0
55.0,24385.0,1.0,9700,0,0,0,1,0,0,0,0,0,1,0
66.0,45500.0,1.0,9800,0,0,0,1,0,0,0,0,0,1,0
66.0,43500.0,1.0,9800,0,0,0,1,0,0,0,0,0,1,0
55.0,33400.0,1.0,9800,0,0,0,1,0,0,0,0,0,1,0
66.0,49100.0,1.0,9800,0,0,0,1,0,0,0,0,0,1,0
66.0,50500.0,1.0,9800,0,0,0,1,0,0,0,0,0,1,0
51.0,14803.0,1.0,9800,0,0,0,1,0,0,0,0,0,1,0
55.0,33400.0,1.0,9800,0,0,0,1,0,0,0,0,0,1,0
51.0,23800.0,1.0,9800,0,0,0,1,0,0,0,0,0,1,0
66.0,33519.0,1.0,9799,0,0,0,1,0,0,0,0,0,1,0
66.0,38088.0,1.0,9799,0,0,0,1,0,0,0,0,0,1,0
51.0,22500.0,1.0,9795,0,0,0,1,0,0,0,0,0,1,0
51.0,51.0,1.0,9791,0,0,0,1,0,0,0,0,0,1,0
66.0,4970.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
51.0,50.0,1.0,9790,0,0,0,1,0,0,0,0,0,1,0
55.0,26100.0,1.0,9799,0,0,0,1,0,0,0,0,0,1,0
51.0,51.0,1.0,9791,0,0,0,1,0,0,0,0,0,1,0
51.0,51.0,1.0,9791,0,0,0,1,0,0,0,0,0,1,0
66.0,18468.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
51.0,24019.0,1.0,9499,0,0,0,1,0,0,0,0,0,1,0
66.0,58652.0,1.0,9499,0,0,0,1,0,0,0,0,0,1,0
51.0,20365.0,1.0,9499,0,0,0,1,0,0,0,0,0,1,0
51.0,23736.0,1.0,9495,0,0,0,1,0,0,0,0,0,1,0
51.0,33500.0,1.0,9499,0,0,0,1,0,0,0,0,0,1,0
55.0,22900.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
51.0,22182.0,1.0,9495,0,0,0,1,0,0,0,0,0,1,0
66.0,12147.0,1.0,9790,0,0,0,1,0,0,0,0,0,1,0
51.0,21473.0,1.0,9495,0,0,0,1,0,0,0,0,0,1,0
51.0,19250.0,1.0,9495,0,0,0,1,0,0,0,0,0,1,0
66.0,9968.0,1.0,9700,0,0,0,1,0,0,0,0,0,1,0
51.0,27608.0,1.0,9495,0,0,0,1,0,0,0,0,0,1,0
51.0,21313.0,1.0,9495,0,0,0,1,0,0,0,0,0,1,0
51.0,24700.0,1.0,9495,0,0,0,1,0,0,0,0,0,1,0
66.0,33643.0,1.0,9490,0,0,0,1,0,0,0,0,0,1,0
51.0,5.0,0.0,9490,0,0,0,1,0,0,0,0,0,1,0
66.0,23600.0,1.0,9490,0,0,0,1,0,0,0,0,0,1,0
66.0,23590.0,1.0,9490,0,0,0,1,0,0,0,0,0,1,0
52.0,16634.0,1.0,9480,0,0,0,1,0,0,0,0,0,1,0
51.0,15389.0,1.0,9480,0,0,0,1,0,0,0,0,0,1,0
51.0,10.0,1.0,9470,0,0,0,1,0,0,0,0,0,1,0
66.0,16128.0,1.0,9450,0,0,0,1,0,0,0,0,0,1,0
51.0,11000.0,1.0,9450,0,0,0,1,0,0,0,0,0,1,0
66.0,15967.0,1.0,9400,0,0,0,1,0,0,0,0,0,1,0
66.0,19499.0,1.0,9400,0,0,0,1,0,0,0,0,0,1,0
66.0,18702.0,1.0,9400,0,0,0,1,0,0,0,0,0,1,0
66.0,27492.0,1.0,9400,0,0,0,1,0,0,0,0,0,1,0
66.0,27352.0,1.0,9400,0,0,0,1,0,0,0,0,0,1,0
51.0,21141.0,1.0,9495,0,0,0,1,0,0,0,0,0,1,0
51.0,35000.0,1.0,9400,0,0,0,1,0,0,0,0,0,1,0
51.0,35000.0,1.0,9490,0,0,0,1,0,0,0,0,0,1,0
66.0,9110.0,1.0,9390,0,0,0,1,0,0,0,0,0,1,0
66.0,25000.0,1.0,9390,0,0,0,1,0,0,0,0,0,1,0
51.0,43000.0,1.0,9390,0,0,0,1,0,0,0,0,0,1,0
51.0,25221.0,1.0,9300,0,0,0,1,0,0,0,0,0,1,0
51.0,25000.0,1.0,9390,0,0,0,1,0,0,0,0,0,1,0
55.0,35291.0,1.0,9300,0,0,0,1,0,0,0,0,0,1,0
55.0,29497.0,1.0,9300,0,0,0,1,0,0,0,0,0,1,0
55.0,28732.0,1.0,9300,0,0,0,1,0,0,0,0,0,1,0
66.0,7500.0,1.0,9300,0,0,0,1,0,0,0,0,0,1,0
55.0,28474.0,1.0,9300,0,0,0,1,0,0,0,0,0,1,0
66.0,58400.0,1.0,9300,0,0,0,1,0,0,0,0,0,1,0
55.0,37035.0,1.0,9300,0,0,0,1,0,0,0,0,0,1,0
51.0,7000.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
51.0,20000.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
66.0,18552.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
66.0,20570.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
55.0,24666.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
66.0,20000.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
55.0,29900.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
66.0,14088.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
66.0,25770.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
66.0,11000.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
66.0,24719.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
51.0,28000.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
55.0,27600.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
74.0,31948.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
55.0,35000.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
66.0,25614.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
66.0,1501.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
55.0,19000.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
55.0,39500.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
51.0,17923.0,1.0,9695,0,0,0,1,0,0,0,0,0,1,0
51.0,2000.0,1.0,9299,0,0,0,1,0,0,0,0,0,1,0
66.0,30899.0,1.0,9300,0,0,0,1,0,0,0,0,0,1,0
51.0,40000.0,1.0,9300,0,0,0,1,0,0,0,0,0,1,0
55.0,38761.0,1.0,9300,0,0,0,1,0,0,0,0,0,1,0
66.0,25264.0,1.0,9690,0,0,0,1,0,0,0,0,0,1,0
51.0,14153.0,1.0,9695,0,0,0,1,0,0,0,0,0,1,0
55.0,27500.0,1.0,9690,0,0,0,1,0,0,0,0,0,1,0
66.0,26673.0,1.0,9690,0,0,0,1,0,0,0,0,0,1,0
51.0,19034.0,1.0,9695,0,0,0,1,0,0,0,0,0,1,0
55.0,25753.0,1.0,9650,0,0,0,1,0,0,0,0,0,1,0
55.0,22000.0,1.0,9650,0,0,0,1,0,0,0,0,0,1,0
66.0,9524.0,1.0,9680,0,0,0,1,0,0,0,0,0,1,0
66.0,17371.0,1.0,9600,0,0,0,1,0,0,0,0,0,1,0
51.0,50.0,0.0,9600,0,0,0,1,0,0,0,0,0,1,0
66.0,12066.0,1.0,9600,0,0,0,1,0,0,0,0,0,1,0
51.0,26000.0,1.0,9600,0,0,0,1,0,0,0,0,0,1,0
51.0,24500.0,1.0,9595,0,0,0,1,0,0,0,0,0,1,0
74.0,29500.0,1.0,9590,0,0,0,1,0,0,0,0,0,1,0
55.0,100.0,1.0,9190,0,0,0,1,0,0,0,0,0,1,0
66.0,76300.0,0.0,9580,0,0,0,1,0,0,0,0,0,1,0
66.0,20414.0,1.0,9500,0,0,0,1,0,0,0,0,0,1,0
51.0,39750.0,1.0,9170,0,0,0,1,0,0,0,0,0,1,0
55.0,100.0,1.0,9190,0,0,0,1,0,0,0,0,0,1,0
74.0,19973.0,1.0,9000,0,0,0,1,0,0,0,0,0,1,0
66.0,16000.0,1.0,9000,0,0,0,1,0,0,0,0,0,1,0
66.0,31054.0,1.0,8999,0,0,0,1,0,0,0,0,0,1,0
55.0,12.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
55.0,100.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
55.0,100.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,11514.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
55.0,100.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,32562.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
51.0,28664.0,1.0,8990,0,0,0,1,0,0,0,0,0,1,0
66.0,4640.0,1.0,14590,0,0,0,1,0,0,0,0,1,0,0
66.0,50.0,1.0,14575,0,0,0,1,0,0,0,0,1,0,0
66.0,4415.0,1.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,8900.0,1.0,14540,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,1.0,14500,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,0.0,14500,0,0,0,1,0,0,0,0,1,0,0
66.0,50.0,0.0,14575,0,0,0,1,0,0,0,0,1,0,0
66.0,5797.0,1.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,80.0,0.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,8000.0,1.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,15330.0,1.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,0.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,37770.0,1.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,1.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,4063.0,1.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,13333.0,1.0,14710,0,0,0,1,0,0,0,0,1,0,0
66.0,5300.0,1.0,14700,0,0,0,1,0,0,0,0,1,0,0
66.0,5.0,1.0,14700,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,0.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,1647.3626086956522,0.0,14700,0,0,0,1,0,0,0,0,1,0,0
66.0,42212.0,1.0,14699,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,0.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,36542.0,1.0,14698,0,0,0,1,0,0,0,0,1,0,0
66.0,3275.0,1.0,14690,0,0,0,1,0,0,0,0,1,0,0
66.0,4901.0,1.0,14690,0,0,0,1,0,0,0,0,1,0,0
66.0,12000.0,1.0,14690,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,1.0,14680,0,0,0,1,0,0,0,0,1,0,0
66.0,11465.0,1.0,14680,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,0.0,14490,0,0,0,1,0,0,0,0,1,0,0
66.0,233.0,1.0,14666,0,0,0,1,0,0,0,0,1,0,0
66.0,10956.0,1.0,14688,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,0.0,14489,0,0,0,1,0,0,0,0,1,0,0
66.0,50.0,0.0,14595,0,0,0,1,0,0,0,0,1,0,0
66.0,50.0,0.0,14595,0,0,0,1,0,0,0,0,1,0,0
66.0,50.0,0.0,14595,0,0,0,1,0,0,0,0,1,0,0
66.0,1000.0,0.0,14650,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,1.0,14489,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,0.0,14650,0,0,0,1,0,0,0,0,1,0,0
66.0,4398.0,1.0,14598,0,0,0,1,0,0,0,0,1,0,0
66.0,2000.0,1.0,14480,0,0,0,1,0,0,0,0,1,0,0
66.0,15853.0,1.0,14485,0,0,0,1,0,0,0,0,1,0,0
66.0,15.0,1.0,14480,0,0,0,1,0,0,0,0,1,0,0
66.0,10.0,1.0,14480,0,0,0,1,0,0,0,0,1,0,0
66.0,1600.0,1.0,14480,0,0,0,1,0,0,0,0,1,0,0
66.0,4990.0,0.0,14489,0,0,0,1,0,0,0,0,1,0,0
66.0,150.0,0.0,14477,0,0,0,1,0,0,0,0,1,0,0
